"Title","Year","DOI","Link","ISSN","ISBN","CODEN"
"Self-supervised Contrastive Learning for 6G UM-MIMO THz Communications: Improving Robustness under Imperfect CSI","2024","10.1109/ICCWorkshops59551.2024.10615313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202452711&doi=10.1109%2fICCWorkshops59551.2024.10615313&partnerID=40&md5=a3bfbbc557bc098cfafc2a73171f0250","","979-835030405-3",""
"Parallel Attention-Based Transformer for Channel Estimation in RIS-Aided 6G Wireless Communications","2024","10.1109/TVT.2024.3425433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198298099&doi=10.1109%2fTVT.2024.3425433&partnerID=40&md5=11f0099aa22c1f293301140330720d81","00189545","","ITVTA"
"Enhancing 6G network security: GANs for pilot contamination attack detection in massive MIMO systems","2024","10.1016/j.aeue.2023.155075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180538459&doi=10.1016%2fj.aeue.2023.155075&partnerID=40&md5=2f55b2a8210f431940f1fbc367f8e36a","14348411","",""
"Sustainable Resource Allocation and Base Station Optimization Using Hybrid Deep Learning Models in 6G Wireless Networks","2024","10.3390/su16177253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203966329&doi=10.3390%2fsu16177253&partnerID=40&md5=d2af18726d87b5b472403c71102bc425","20711050","",""
"AI-Assisted E2E Network Slicing for Integrated Sensing and Communication in 6G Networks","2024","10.1109/JIOT.2023.3326761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176288170&doi=10.1109%2fJIOT.2023.3326761&partnerID=40&md5=1380153932ecc66ca7cd0414ab031b86","23274662","",""
"SUSTAINABLE NETWORKING IN 6G INTEGRATING ENERGY-EFFICIENT EDGE COMPUTING AND SENSING","2024","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199611111&partnerID=40&md5=644b9353208bf133f05507f51ed4a594","13115065","",""
"6G-enabled Situation-Aware ML-assisted UTM (6G-SAMU)","2024","10.1109/IWCMC61514.2024.10592449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200008056&doi=10.1109%2fIWCMC61514.2024.10592449&partnerID=40&md5=24817de2ee64f35519e1367c50e4a26e","","979-835036126-1",""
"Optimizing data transmission in 6G software defined networks using deep reinforcement learning for next generation of virtual environments","2024","10.1038/s41598-024-75575-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207986991&doi=10.1038%2fs41598-024-75575-y&partnerID=40&md5=7f2e25353d7422628c74528b01f4c672","20452322","",""
"Traffic Control in 6G-Mobile Internet of Things Using Recurrent Neural Networks and Fuzzy Logic","2024","10.1109/ICSCC62041.2024.10690801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207521675&doi=10.1109%2fICSCC62041.2024.10690801&partnerID=40&md5=9510b651a76628b762807e2eda067886","","979-835036310-4",""
"An Intelligent Hierarchical Caching and Asynchronous Updating Scheme for 6G Non-Terrestrial Networks","2024","10.1109/WCNC57260.2024.10571311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198845414&doi=10.1109%2fWCNC57260.2024.10571311&partnerID=40&md5=297156274c6fcebb9c31a58ca52b602f","15253511","979-835030358-2",""
"Intelligent Road Network Management Supported by 6G and Deep Reinforcement Learning","2024","10.1109/TITS.2024.3451193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204973002&doi=10.1109%2fTITS.2024.3451193&partnerID=40&md5=7461291e34d47e992dad9f723d8e1740","15249050","",""
"Leveraging LLMs to eXplain DRL Decisions for Transparent 6G Network Slicing","2024","10.1109/NetSoft60951.2024.10588921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199516705&doi=10.1109%2fNetSoft60951.2024.10588921&partnerID=40&md5=ebe7f87140ee5cc432af5b2ad7e34992","","979-835036958-8",""
"Reinforcement Learning (RL) for optimal power allocation in 6G Network","2023","10.1109/OTCON56053.2023.10113929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159772917&doi=10.1109%2fOTCON56053.2023.10113929&partnerID=40&md5=923d96dfdb2cbe3d7b707e745ff1f6c6","","978-166549294-2",""
"Inverse Reinforcement Learning to Enhance Physical Layer Security in 6G RIS-Assisted Connected Cars","2024","10.1007/978-3-031-53728-8_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186268869&doi=10.1007%2f978-3-031-53728-8_4&partnerID=40&md5=409495346a99358ba0059a5d15c4a59f","18650929","978-303153727-1",""
"Deep Learning Based Energy, Spectrum, and SINR-Margin Tradeoff Enabled Resource Allocation Strategies for 6G","2024","10.1109/ACCESS.2024.3404473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194104059&doi=10.1109%2fACCESS.2024.3404473&partnerID=40&md5=5e938bf295098404840b0d1d5fb01c8a","21693536","",""
"Beyond REM: A New Approach to the Use of Image Classifiers for the Management of 6G Networks","2023","10.3390/s23177494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170346691&doi=10.3390%2fs23177494&partnerID=40&md5=7adda633f099904d3848e184c57437f3","14248220","",""
"Federated Deep Reinforcement Learning for Open RAN Slicing in 6G Networks","2023","10.1109/MCOM.007.2200555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146237437&doi=10.1109%2fMCOM.007.2200555&partnerID=40&md5=b1aea8c1374ac2e38e66bc106e297205","01636804","","ICOMD"
"Multi-Agent Deep Reinforcement Learning for Digital Twin over 6G Wireless Communication in the Metaverse","2023","10.1109/INFOCOMWKSHPS57453.2023.10225766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164545616&doi=10.1109%2fINFOCOMWKSHPS57453.2023.10225766&partnerID=40&md5=4daff69c4c75feedbccf2ed3bd7797d0","","978-166549427-4",""
"A Novel Approach for Scalable and Sustainable 6G Networks","2024","10.1109/OJCOMS.2024.3372426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186964508&doi=10.1109%2fOJCOMS.2024.3372426&partnerID=40&md5=fb1ea04cfcf226927246ee8df27b0198","2644125X","",""
"Machine Learning-Based Channel Quality Prediction in 6G Mobile Networks","2023","10.1109/MCOM.001.2200305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166732755&doi=10.1109%2fMCOM.001.2200305&partnerID=40&md5=3dd4eaafb79c674eaca36558f170161b","01636804","","ICOMD"
"Deep Reciprocity Calibration for TDD mmWave Massive MIMO Systems Toward 6G","2024","10.1109/TWC.2024.3400616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194045265&doi=10.1109%2fTWC.2024.3400616&partnerID=40&md5=0ad794ccd2c3b59b6abd573846ca3d61","15361276","",""
"Intelligent Energy-Efficiency Trajectory Planning of Heterogeneous Air Base Stations for 6G Emergency Communication","2023","10.1109/ICCCWorkshops57813.2023.10233750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172421617&doi=10.1109%2fICCCWorkshops57813.2023.10233750&partnerID=40&md5=eeaf84ab3a7e8be2c0cd182c9de0277d","","979-835034540-7",""
"Energy-Efficient AI Models for 6G Base Station","2023","10.1007/978-3-031-50327-6_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180543922&doi=10.1007%2f978-3-031-50327-6_14&partnerID=40&md5=0028feda1d374477ad14c5c75ae60af6","23673370","978-303150326-9",""
"Toward Reinforcement-Learning-Based Intelligent Network Control in 6G Networks","2023","10.1109/MNET.003.2200641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176283219&doi=10.1109%2fMNET.003.2200641&partnerID=40&md5=79edaf0126c2b11c9e4c29316cf5c9cf","08908044","","IENEE"
"Multiagent Reinforcement Learning-Based Cooperative Multitype Task Offloading Strategy for Internet of Vehicles in B5G/6G Network","2023","10.1109/JIOT.2023.3245721","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149387253&doi=10.1109%2fJIOT.2023.3245721&partnerID=40&md5=78c47391cac7c6ed5fd8ef540436b9ef","23274662","",""
"Implicit Channel Learning For Machine Learning Applications In 6G Wireless Networks","2023","10.1109/ICASSPW59220.2023.10193569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168252215&doi=10.1109%2fICASSPW59220.2023.10193569&partnerID=40&md5=70a3fd94990e99876439295793c5f822","","979-835030261-5",""
"A GAN-GRU Based Space-Time Predictive Channel Model for 6G Wireless Communications","2024","10.1109/TVT.2024.3367386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187349882&doi=10.1109%2fTVT.2024.3367386&partnerID=40&md5=5d44a264d2c9f9f385a5bbf37a121c9a","00189545","","ITVTA"
"Implementation and Evaluation of a Federated Learning Framework on Raspberry PI Platforms for IoT 6G Applications","2023","10.3390/fi15110358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178265420&doi=10.3390%2ffi15110358&partnerID=40&md5=eb80fb3fd3387b66bc29843a692939e1","19995903","",""
"Machine Learning for 6G Enhanced Ultra-Reliable and Low-Latency Services","2023","10.1109/MWC.006.2200407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156089018&doi=10.1109%2fMWC.006.2200407&partnerID=40&md5=8f33e562de7ff79fbda208314beddf69","15361284","","IWCEA"
"Advancing Federated Learning in 6G: A Trusted Architecture with Graph-Based Analysis","2023","10.1109/GLOBECOM54140.2023.10436772","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187357930&doi=10.1109%2fGLOBECOM54140.2023.10436772&partnerID=40&md5=985b9ae06fb45f892d9204760b00126b","23340983","979-835031090-0",""
"Active-IRS-Enabled Energy-Efficiency Optimizations for UAV-Based 6G Mobile Wireless Networks","2023","10.1109/CISS56502.2023.10089767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154027047&doi=10.1109%2fCISS56502.2023.10089767&partnerID=40&md5=da936ce6e4c68a1cc05fd6fe9da1b68c","","978-166545181-9",""
"CAIN: An energy-aware and intelligent increasing coverage area routing protocol for future 6G networks","2023","10.1016/j.comnet.2023.109733","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152101735&doi=10.1016%2fj.comnet.2023.109733&partnerID=40&md5=dcbda24800889aeca764f8dd46d894b6","13891286","","CNETD"
"Autonomous Network Management in Multi-Domain 6G Networks based on Graph Neural Networks","2023","10.1109/NetSoft57336.2023.10175480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166475599&doi=10.1109%2fNetSoft57336.2023.10175480&partnerID=40&md5=992206b01f9365fce17d1450ecdb0b90","","979-835039980-6",""
"Federated Learning for Intelligent Transmission with Space-Air-Ground Integrated Network toward 6G","2023","10.1109/MNET.104.2100615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135740175&doi=10.1109%2fMNET.104.2100615&partnerID=40&md5=aa9f90c0ad35ebbbd8f38f556b65d6d2","08908044","","IENEE"
"Intelligent and Stable Resource Allocation for Delay-Sensitive MEC in 6G Networks","2023","10.1109/ISCC58397.2023.10218070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171989014&doi=10.1109%2fISCC58397.2023.10218070&partnerID=40&md5=743b147dd3a1c2ec5f86a0f81fbf949a","15301346","979-835030048-2",""
"Distributed Channel Allocation for Mobile 6G Subnetworks via Multi-Agent Deep Q-Learning","2023","10.1109/WCNC55385.2023.10118710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159778597&doi=10.1109%2fWCNC55385.2023.10118710&partnerID=40&md5=c95391fa56c7ced261d06d591e991e78","15253511","978-166549122-8",""
"Multi-Process Federated Learning With Stacking for Securing 6G-V2X Network Slicing at Cross-Borders","2024","10.1109/TITS.2024.3367388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187006638&doi=10.1109%2fTITS.2024.3367388&partnerID=40&md5=1d0cfde5bfa21cd1ddf205745245fded","15249050","",""
"Explanation-Guided Deep Reinforcement Learning for Trustworthy 6G RAN Slicing","2023","10.1109/ICCWorkshops57953.2023.10283684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177827905&doi=10.1109%2fICCWorkshops57953.2023.10283684&partnerID=40&md5=7ca73a0337f7b0dd85708983152e914e","","979-835033307-7",""
"Wireless Sensor Networks and Green Networking for 6G communication- An Overview","2023","10.1109/CICTN57981.2023.10141262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163175134&doi=10.1109%2fCICTN57981.2023.10141262&partnerID=40&md5=fb50ef83d306d016d946bcf36652e9d6","","979-835033802-7",""
"On the Specialization of FDRL Agents for Scalable and Distributed 6G RAN Slicing Orchestration","2023","10.1109/TVT.2022.3218158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141636939&doi=10.1109%2fTVT.2022.3218158&partnerID=40&md5=435c2aa5324b97244c5b26aaced9bcc9","00189545","","ITVTA"
"The Hexa-X Project Vision on Artificial Intelligence and Machine Learning-Driven Communication and Computation Co-Design for 6G","2023","10.1109/ACCESS.2023.3287939","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162908507&doi=10.1109%2fACCESS.2023.3287939&partnerID=40&md5=7280d87fe0a290e4236b489a4d219d64","21693536","",""
"Accelerating Reinforcement Learning via Predictive Policy Transfer in 6G RAN Slicing","2023","10.1109/TNSM.2023.3258692","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164223042&doi=10.1109%2fTNSM.2023.3258692&partnerID=40&md5=9c7517b120ae48c91549b928c8dddb5a","19324537","",""
"SCHEMA III: Dynamic & Scalable VNE Framework Based on Multi-Agent RL for 5G/6G Networks","2023","10.1109/GLOBECOM54140.2023.10436920","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187314096&doi=10.1109%2fGLOBECOM54140.2023.10436920&partnerID=40&md5=51eba8cf26fbf4378ea665f8a0a80a50","23340983","979-835031090-0",""
"Distributing Intelligence for 6G Network Automation: Performance and Architectural Impact","2023","10.1109/ICC45041.2023.10279655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178262801&doi=10.1109%2fICC45041.2023.10279655&partnerID=40&md5=e806d255fcb9e748b60a634b46764b96","15503607","978-153867462-8",""
"Energy-Efficient Communication Protocols for 6G Wireless Sensor Network","2024","10.1109/ICNWC60771.2024.10537356","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195368959&doi=10.1109%2fICNWC60771.2024.10537356&partnerID=40&md5=3cad55d68a02066f3414862577220999","","979-835036526-9",""
"Machine Learning Empowered Emerging Wireless Networks in 6G: Recent Advancements, Challenges and Future Trends","2023","10.1109/ACCESS.2023.3302250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166765847&doi=10.1109%2fACCESS.2023.3302250&partnerID=40&md5=ed6029e18f97816de0469cd789ea7390","21693536","",""
"The Cost of Learning: Efficiency vs. Efficacy of Learning-Based RRM for 6G","2023","10.1109/ICC45041.2023.10279135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165169914&doi=10.1109%2fICC45041.2023.10279135&partnerID=40&md5=90f45976124d2ed78951f741d4b93047","15503607","978-153867462-8",""
"Power Control for 6G Industrial Wireless Subnetworks: A Graph Neural Network Approach","2023","10.1109/WCNC55385.2023.10118984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159789381&doi=10.1109%2fWCNC55385.2023.10118984&partnerID=40&md5=a068553c4d07025771ba27a2727cabd8","15253511","978-166549122-8",""
"Swarm Learning-Based Dynamic Optimal Management for Traffic Congestion in 6G-Driven Intelligent Transportation System","2023","10.1109/TITS.2023.3234444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147266919&doi=10.1109%2fTITS.2023.3234444&partnerID=40&md5=a1c38dd60dc5d40338adb52dddd9c0bb","15249050","",""
"Collaborative Energy-Efficient Routing Protocol for Sustainable Communication in 5G/6G Wireless Sensor Networks","2023","10.1109/OJCOMS.2023.3312155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171587894&doi=10.1109%2fOJCOMS.2023.3312155&partnerID=40&md5=61a73435fc5113c7584e676f0d5db877","2644125X","",""
"A Network Optimized 3D Intercom Approach For UAV Communication Using 6G Network","2023","10.1109/iTechSECOM59882.2023.10434993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186684954&doi=10.1109%2fiTechSECOM59882.2023.10434993&partnerID=40&md5=deb829597f429da4ef544067f799a5c7","","979-835037118-5",""
"D-RAN: A DRL-Based Demand-Driven Elastic User-Centric RAN Optimization for 6G & Beyond","2023","10.1109/TCCN.2022.3217785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141470077&doi=10.1109%2fTCCN.2022.3217785&partnerID=40&md5=1326b0a165ba5d7748c4f7e66b0e2e1b","23327731","",""
"Study on Zero-Trust Architecture, Application Areas & Challenges of 6G Technology in Future","2023","10.1109/ICDT57929.2023.10150745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164612755&doi=10.1109%2fICDT57929.2023.10150745&partnerID=40&md5=11c03fcc40f9c057b85067aeabb641f6","","979-835032388-7",""
"Mobile Edge Computing and AI Enabled Web3 Metaverse over 6G Wireless Communications: A Deep Reinforcement Learning Approach","2023","10.1109/VTC2023-Spring57618.2023.10199534","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169836118&doi=10.1109%2fVTC2023-Spring57618.2023.10199534&partnerID=40&md5=8427776737ad86e904e9f580cd6f2c85","15502252","979-835031114-3","IVTCD"
"Support Vector Machine (SVM) to Predict Risk Factors in the 6G Cyber Digital Transformation Process of Enterprises","2024","10.1007/s11277-024-11020-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191458952&doi=10.1007%2fs11277-024-11020-7&partnerID=40&md5=700943a069878f7bee8354da88b56eec","09296212","","WPCOF"
"Deep Reinforcement Learning-Based Intelligent Task Offloading and Dynamic Resource Allocation in 6G Smart City","2023","10.1109/ISCC58397.2023.10218299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172030011&doi=10.1109%2fISCC58397.2023.10218299&partnerID=40&md5=3668996defa4d65e12418fb6901eb63a","15301346","979-835030048-2",""
"Decomposition Based Interference Management Framework for Local 6G Networks","2023","10.1109/GCWkshps58843.2023.10464770","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190284762&doi=10.1109%2fGCWkshps58843.2023.10464770&partnerID=40&md5=3d7f0caaf66c541b96c526afda57723a","","979-835037021-8",""
"Energy-efficient Resource Allocation for the 6G Computing Network Based on Deep Reinforcement Learning","2023","10.1109/ICCWorkshops57953.2023.10283482","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177870686&doi=10.1109%2fICCWorkshops57953.2023.10283482&partnerID=40&md5=90d64b972ff35cb2debdbf9970ec55de","","979-835033307-7",""
"Beyond Complexity Limits: Machine Learning for Sidelink-Assisted mmWave Multicasting in 6G","2024","10.1109/TBC.2024.3382959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192207528&doi=10.1109%2fTBC.2024.3382959&partnerID=40&md5=1d79220c88c5137d9a519dcde838bf28","00189316","","IETBA"
"Multimodal semantic communication accelerated bidirectional caching for 6G MEC","2023","10.1016/j.future.2022.10.036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141754834&doi=10.1016%2fj.future.2022.10.036&partnerID=40&md5=c50d91b88546158c69e84c934d5bb7c4","0167739X","","FGCSE"
"On A Deep Reinforcement Learning-Based Content Caching Strategy in 6G Space-Air-Ground Integrated Networks","2023","10.1109/ICCSN57992.2023.10297332","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179008864&doi=10.1109%2fICCSN57992.2023.10297332&partnerID=40&md5=fcc1fd8aa0b953412837af29270ba7e3","","979-835032936-0",""
"An Efficient 6G Federated Learning-enabled Energy-Efficient Scheme for UAV Deployment","2024","10.1109/TVT.2024.3390226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190716111&doi=10.1109%2fTVT.2024.3390226&partnerID=40&md5=1809de1e1c330f970268b79ed811835d","00189545","","ITVTA"
"SliceOps: Explainable MLOps for Streamlined Automation-Native 6G Networks","2024","10.1109/MWC.007.2300144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188739082&doi=10.1109%2fMWC.007.2300144&partnerID=40&md5=f37dba19c6fb85d55bba26581fdf5ec8","15361284","","IWCEA"
"AI-RAN in 6G Networks: State-of-the-Art and Challenges","2024","10.1109/OJCOMS.2023.3343069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180331834&doi=10.1109%2fOJCOMS.2023.3343069&partnerID=40&md5=259acde01090f744ac2ebcb4b36eba36","2644125X","",""
"Federated Reinforcement Learning-Based Resource Allocation in D2D-Enabled 6G","2023","10.1109/MNET.122.2200102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137907608&doi=10.1109%2fMNET.122.2200102&partnerID=40&md5=e177aa7aff2736fcf5a7cd197ab62173","08908044","","IENEE"
"A Novel Multiple Role Evaluation Fusion-Based Trust Management Framework in Blockchain-Enabled 6G Network","2023","10.3390/s23156751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167771601&doi=10.3390%2fs23156751&partnerID=40&md5=fce0e88cbf945b6cab5a9e3b6f17119f","14248220","",""
"Multi-Agent Reinforcement Learning for Dynamic Resource Management in 6G in-X Subnetworks","2023","10.1109/TWC.2022.3207918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139502837&doi=10.1109%2fTWC.2022.3207918&partnerID=40&md5=e9f567ae55316c9e5e0f2f150928db14","15361276","",""
"A DRL Enhanced Caching Based on Age of Information for 6G Mobile Edge Computation","2023","10.1109/BMSB58369.2023.10211109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169423130&doi=10.1109%2fBMSB58369.2023.10211109&partnerID=40&md5=15ba75b01e5696d23da1838b784e924e","21555044","979-835032152-4",""
"Deep Predictive User Path-Inclusive Service Mobility in B5G/6G Edge Clouds","2024","10.1109/IMCOM60618.2024.10418308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186141615&doi=10.1109%2fIMCOM60618.2024.10418308&partnerID=40&md5=472a8957b2164b80b0d525e3cd0a4b78","","979-835033101-1",""
"AI-Driven and MEC-Empowered Confident Information Coverage Hole Recovery in 6G-Enabled IoT","2023","10.1109/TNSE.2022.3154760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125752056&doi=10.1109%2fTNSE.2022.3154760&partnerID=40&md5=735c8c815ae5122aae5ff73cef5013fc","23274697","",""
"Opportunistic capacity based resource allocation for 6G wireless systems with network slicing","2023","10.1016/j.future.2022.10.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142185340&doi=10.1016%2fj.future.2022.10.032&partnerID=40&md5=1f13a8b112748b64098c681078cbf585","0167739X","","FGCSE"
"A Deep Reinforcement Learning based Routing Scheme for LEO Satellite Networks in 6G","2023","10.1109/WCNC55385.2023.10118680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159781662&doi=10.1109%2fWCNC55385.2023.10118680&partnerID=40&md5=ec0db2bf9ff031c55d34190508c0a8e0","15253511","978-166549122-8",""
"Bandit-Based Learning-Aided Full-Duplex/Half-Duplex Mode Selection in 6G Cooperative Relay Networks","2024","10.1109/OJCOMS.2024.3370476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187000836&doi=10.1109%2fOJCOMS.2024.3370476&partnerID=40&md5=bd274097dcb34243b7d3c392d17b0e0c","2644125X","",""
"Enabling Programmable Deterministic Communications in 6G","2023","10.1145/3565287.3617607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176108807&doi=10.1145%2f3565287.3617607&partnerID=40&md5=d96d3cd451ed59fa9003bda68488fbc9","","978-145039926-5",""
"Efficient resource management in 6G communication networks using hybrid quantum deep learning model","2023","10.1016/j.compeleceng.2022.108565","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145781455&doi=10.1016%2fj.compeleceng.2022.108565&partnerID=40&md5=f65cdd827b6993a3d1f59490c91f7fca","00457906","","CPEEB"
"Digital Twin-Empowered Resource Allocation for 6G-Enabled Massive IoT","2023","10.1109/ICCWorkshops57953.2023.10283649","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177861475&doi=10.1109%2fICCWorkshops57953.2023.10283649&partnerID=40&md5=757f8b2f548a82b52adc76da2fda38cb","","979-835033307-7",""
"6G wireless communication assisted security management using cloud edge computing","2023","10.1111/exsy.13061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132145739&doi=10.1111%2fexsy.13061&partnerID=40&md5=45b999500b1a3d724f509fbae98b1071","02664720","","EXSYE"
"5G, 6G, and Beyond: Recent advances and future challenges","2023","10.1007/s12243-022-00938-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146614813&doi=10.1007%2fs12243-022-00938-3&partnerID=40&md5=4821c1a98ee991b0b959c67182c116cb","00034347","","ANTEA"
"Advancing 6G Network Performance: AI/ML Framework for Proactive Management and Dynamic Optimal Routing","2024","10.1109/OJCS.2024.3398540","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192989142&doi=10.1109%2fOJCS.2024.3398540&partnerID=40&md5=80a59a7b64642d1e1e2c5362df2bba34","26441268","",""
"An island detection approach in 6G paradigm for an active distribution network – A future perspective for next generation smart grids","2023","10.1016/j.compeleceng.2023.108932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169810525&doi=10.1016%2fj.compeleceng.2023.108932&partnerID=40&md5=9e0aca79907ab390e681fc7ac88f9955","00457906","","CPEEB"
"Empowering Traffic Steering in 6G Open RAN With Deep Reinforcement Learning","2024","10.1109/TWC.2024.3396273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192753399&doi=10.1109%2fTWC.2024.3396273&partnerID=40&md5=b1d60ef0f772918f4cc735dc0626b926","15361276","",""
"Sustainable Service-Oriented RAN Slicing for AI-Native 6G Networks","2023","10.23919/WiOpt58741.2023.10349874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184663801&doi=10.23919%2fWiOpt58741.2023.10349874&partnerID=40&md5=b010edd115c4c990debd4ca881ebf893","26903334","978-390317655-3",""
"Reinforcement Learning Based Resource Management for 6G-Enabled mIoT with Hypergraph Interference Model","2024","10.1109/TCOMM.2024.3372892","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187371149&doi=10.1109%2fTCOMM.2024.3372892&partnerID=40&md5=2460c77ec569f3fdf1016c589de1e0bb","00906778","","IECMB"
"Leveraging neuro-inspired AI accelerator for high-speed computing in 6G networks","2024","10.3389/fncom.2024.1345644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186579507&doi=10.3389%2ffncom.2024.1345644&partnerID=40&md5=74c35e5632c2282e6eae86987ab4c760","16625188","",""
"Federated Reinforcement Learning-Based Resource Allocation for D2D-Aided Digital Twin Edge Networks in 6G Industrial IoT","2023","10.1109/TII.2022.3227655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144780262&doi=10.1109%2fTII.2022.3227655&partnerID=40&md5=aaf8e5216c6cc8d25d732e4581b3b574","15513203","",""
"Implementation of Network Physical Traffic Estimation Model Using 6G Intelligent Traffic Monitoring and Estimation","2024","10.1007/s11277-024-11154-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193299319&doi=10.1007%2fs11277-024-11154-8&partnerID=40&md5=c5891fd0d043eac388bc9ac6bf975417","09296212","","WPCOF"
"Machine Learning-Aided Real-Time Optimized Multibeam for 6G Integrated Satellite-Terrestrial Networks: Global Coverage for Mobile Services","2023","10.1109/MNET.003.2200275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172417068&doi=10.1109%2fMNET.003.2200275&partnerID=40&md5=102af315a525ed9042a372988bf3a1b4","08908044","","IENEE"
"Resource Allocation Based on Radio Intelligence Controller for Open RAN Toward 6G","2023","10.1109/ACCESS.2023.3311888","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171526174&doi=10.1109%2fACCESS.2023.3311888&partnerID=40&md5=1cb3166cebab495cd287446f21c5bcb8","21693536","",""
